kegiatan_id,dosen_id,jenis_kegiatan,nama_institusi,tanggal_mulai,tanggal_selesai,tahun,ingested_at
KGT9e9aedd3,0248222258,Tridarma_PT_Lain,World Bank Jakarta,2025-02-03,2025-05-11,2025,2026-05-17T15:02:44+07:00
KGTa58be895,0248222258,Praktisi_Industri,UGM,2021-04-29,2021-08-14,2021,2026-05-17T15:02:44+07:00
KGT9016045f,0862159259,QS100,PT Bukit Asam,2021-01-03,2021-07-24,2021,2026-05-17T15:02:44+07:00
KGT9184a313,0169931260,QS100,LIPI,2020-03-04,2020-07-24,2020,2026-05-17T15:02:44+07:00
KGTb46fbbd0,0169931260,Tridarma_PT_Lain,UNDP Indonesia,2022-04-20,2022-08-16,2022,2026-05-17T15:02:44+07:00
KGT867976cc,0169931260,Tridarma_PT_Lain,Bank Indonesia,2021-01-24,2021-08-22,2021,2026-05-17T15:02:44+07:00
KGTb41355fd,0169931260,Pembina_Prestasi,PT Telkom Indonesia,2020-01-03,2020-05-17,2020,2026-05-17T15:02:44+07:00
KGT10119863,0881074261,Praktisi_Industri,IPB University,2025-02-01,2025-03-11,2025,2026-05-17T15:02:44+07:00
KGT96b7a63b,0881074261,Praktisi_Industri,Bank Indonesia,2020-05-15,2021-03-29,2020,2026-05-17T15:02:44+07:00
KGTda51dfe5,0881074261,Pembina_Prestasi,BMKG,2025-03-20,2025-10-19,2025,2026-05-17T15:02:44+07:00
KGT3dc3e52a,0881074261,Praktisi_Industri,BPS Lampung,2021-01-17,2021-07-04,2021,2026-05-17T15:02:44+07:00
KGTa5878b50,0881074261,Pembina_Prestasi,Unsri,2024-05-14,2024-07-09,2024,2026-05-17T15:02:44+07:00
KGT67485f94,0881074261,Praktisi_Industri,NUS Singapore,2022-05-22,2023-02-03,2022,2026-05-17T15:02:44+07:00
KGTa5bc683e,0450363262,Tridarma_PT_Lain,Unila,2024-01-21,2024-08-16,2024,2026-05-17T15:02:44+07:00
KGTb144a6ac,0450363262,Pembina_Prestasi,PT Bukit Asam,2022-01-04,2022-07-16,2022,2026-05-17T15:02:44+07:00
KGT9b9299e8,0486748263,QS100,ITS,2020-01-04,2020-11-12,2020,2026-05-17T15:02:44+07:00
KGT014ce499,0486748263,Praktisi_Industri,PT Telkom Indonesia,2021-01-12,2021-03-12,2021,2026-05-17T15:02:44+07:00
KGTef302e1b,0142576264,QS100,Telkom University,2021-05-27,2021-11-23,2021,2026-05-17T15:02:44+07:00
KGTa5ed677e,0142576264,QS100,Politeknik Negeri Lampung,2023-05-09,2024-03-14,2023,2026-05-17T15:02:44+07:00
KGT6c5b3c5d,0196370265,Praktisi_Industri,IPB University,2020-04-10,2020-11-26,2020,2026-05-17T15:02:44+07:00
KGT46a99e03,0591095266,Praktisi_Industri,Politeknik Negeri Lampung,2025-03-08,2025-10-31,2025,2026-05-17T15:02:44+07:00
KGTfd0ddfb4,0591095266,Tridarma_PT_Lain,Universiti Malaya,2022-06-17,2022-09-06,2022,2026-05-17T15:02:44+07:00
KGT598ac71a,0591095266,Tridarma_PT_Lain,UGM,2024-05-30,2025-05-22,2024,2026-05-17T15:02:44+07:00
KGTec6c243a,0196364267,QS100,Unila,2022-01-24,2022-08-04,2022,2026-05-17T15:02:44+07:00
KGT0aaec235,0196364267,Pembina_Prestasi,Kyushu University,2025-04-29,2025-07-17,2025,2026-05-17T15:02:44+07:00
KGT621e8730,0196364267,Pembina_Prestasi,PT Telkom Indonesia,2020-06-30,2020-08-09,2020,2026-05-17T15:02:44+07:00
KGTe297cf8d,0348663268,Praktisi_Industri,BRIN,2020-02-26,2021-01-08,2020,2026-05-17T15:02:44+07:00
KGT94ba7ad9,0348663268,QS100,Chulalongkorn University,2023-02-13,2023-05-11,2023,2026-05-17T15:02:44+07:00
KGT750b3322,0721602269,Tridarma_PT_Lain,TU Delft,2025-03-31,2025-09-05,2025,2026-05-17T15:02:44+07:00
KGTb403c731,0721602269,Praktisi_Industri,ITB,2021-03-30,2021-05-29,2021,2026-05-17T15:02:44+07:00
KGT08968515,0721602269,Tridarma_PT_Lain,Telkom University,2022-06-21,2022-08-05,2022,2026-05-17T15:02:44+07:00
KGT621c51a8,0721602269,QS100,PT Telkom Indonesia,2025-01-02,2025-12-30,2025,2026-05-17T15:02:44+07:00
KGTa6827ec0,0405157270,Praktisi_Industri,World Bank Jakarta,2025-01-06,2025-10-21,2025,2026-05-17T15:02:44+07:00
KGT9941836a,0405157270,QS100,PT Pertamina,2024-04-26,2024-10-25,2024,2026-05-17T15:02:44+07:00
KGT4305978b,0405157270,Praktisi_Industri,Osaka University,2023-06-16,2024-05-29,2023,2026-05-17T15:02:44+07:00
KGT72f03141,0405157270,QS100,Kyushu University,2023-02-18,2023-08-23,2023,2026-05-17T15:02:44+07:00
KGTb62fabbc,0895207271,Tridarma_PT_Lain,ITS,2023-05-20,2024-01-05,2023,2026-05-17T15:02:44+07:00
KGT47236e0a,0766361272,Praktisi_Industri,Unila,2020-03-14,2020-04-17,2020,2026-05-17T15:02:44+07:00
KGTf4f880bc,0766361272,Pembina_Prestasi,Chulalongkorn University,2024-04-18,2024-11-10,2024,2026-05-17T15:02:44+07:00
KGT8ce277c6,0766361272,Pembina_Prestasi,Osaka University,2025-02-25,2025-05-19,2025,2026-05-17T15:02:44+07:00
KGTf8472ebf,0766361272,Praktisi_Industri,PT Telkom Indonesia,2025-06-10,2025-08-17,2025,2026-05-17T15:02:44+07:00
KGTe50beb08,0935551273,QS100,Universitas Indonesia,2023-03-18,2023-08-06,2023,2026-05-17T15:02:44+07:00
KGT48a81483,0935551273,QS100,BRIN,2022-02-08,2022-11-11,2022,2026-05-17T15:02:44+07:00
KGTaecbf9aa,0114254274,Praktisi_Industri,Google Indonesia,2025-03-24,2025-06-19,2025,2026-05-17T15:02:44+07:00
KGT3e78df4c,0114254274,Pembina_Prestasi,Telkom University,2024-03-28,2024-06-03,2024,2026-05-17T15:02:44+07:00
KGTe81b1e48,0489847275,QS100,World Bank Jakarta,2020-03-17,2021-03-01,2020,2026-05-17T15:02:44+07:00
KGT0477fe33,0489847275,Pembina_Prestasi,Kyushu University,2024-06-21,2025-05-19,2024,2026-05-17T15:02:44+07:00
KGTff361542,0292624276,Praktisi_Industri,BPS Lampung,2025-02-26,2025-09-11,2025,2026-05-17T15:02:44+07:00
KGTb607aa77,0811422277,Tridarma_PT_Lain,ITS,2021-04-12,2021-08-11,2021,2026-05-17T15:02:44+07:00
KGT114dfaa3,0811422277,Tridarma_PT_Lain,Universitas Lampung,2020-01-06,2020-11-03,2020,2026-05-17T15:02:44+07:00
KGT7dd111fd,0811422277,Praktisi_Industri,PT Pertamina,2024-02-25,2024-11-03,2024,2026-05-17T15:02:44+07:00
KGT449a44fa,0811422277,Tridarma_PT_Lain,JICA Indonesia,2021-05-26,2022-04-12,2021,2026-05-17T15:02:44+07:00
KGT444d25f6,0825657278,Praktisi_Industri,Google Indonesia,2021-05-28,2021-09-16,2021,2026-05-17T15:02:44+07:00
KGT18827227,0825657278,QS100,PT Telkom Indonesia,2024-01-29,2024-10-27,2024,2026-05-17T15:02:44+07:00
KGTe67018e2,0882017279,Tridarma_PT_Lain,Toyota Motor Manufacturing,2023-04-30,2024-04-25,2023,2026-05-17T15:02:44+07:00
KGTdf02a866,0882017279,QS100,BRIN,2020-02-18,2021-01-29,2020,2026-05-17T15:02:44+07:00
KGTf19ba507,0176704280,QS100,LIPI,2025-06-06,2026-02-10,2025,2026-05-17T15:02:44+07:00
KGT9191ffe5,0176704280,QS100,Telkom University,2024-04-26,2024-11-06,2024,2026-05-17T15:02:44+07:00
KGTf785f787,0176704280,Pembina_Prestasi,BRIN,2025-04-27,2025-11-25,2025,2026-05-17T15:02:44+07:00
KGTa5901acb,0176704280,Pembina_Prestasi,PT PLN,2022-04-28,2022-08-31,2022,2026-05-17T15:02:44+07:00
KGTf32180ce,0176704280,Pembina_Prestasi,Universitas Lampung,2020-05-22,2020-09-26,2020,2026-05-17T15:02:44+07:00
KGT6e25ccc6,0398708281,QS100,BMKG,2021-06-05,2021-12-29,2021,2026-05-17T15:02:44+07:00
KGT18986c62,0495925282,Pembina_Prestasi,UNDP Indonesia,2021-06-19,2021-11-18,2021,2026-05-17T15:02:44+07:00
KGTa9e22ab0,0495925282,QS100,Chulalongkorn University,2024-05-13,2025-01-24,2024,2026-05-17T15:02:44+07:00
KGT3e1d96be,0495925282,Pembina_Prestasi,PT Telkom Indonesia,2025-06-30,2026-04-26,2025,2026-05-17T15:02:44+07:00
KGT5298e471,0644613286,Praktisi_Industri,Universitas Indonesia,2020-03-29,2020-12-11,2020,2026-05-17T15:02:44+07:00
KGT981dbbc9,0644613286,Pembina_Prestasi,Huawei Indonesia,2022-02-04,2022-06-19,2022,2026-05-17T15:02:44+07:00
KGT9d1c0807,0644613286,Praktisi_Industri,Bank Indonesia,2022-01-04,2022-06-23,2022,2026-05-17T15:02:44+07:00
KGT3ea73d17,0644613286,Praktisi_Industri,PT Telkom Indonesia,2023-02-22,2023-10-23,2023,2026-05-17T15:02:44+07:00
KGTf2a5f6a2,0644613286,QS100,Universitas Indonesia,2022-06-09,2022-11-17,2022,2026-05-17T15:02:44+07:00
KGT6091fb84,0453256287,Tridarma_PT_Lain,Universiti Malaya,2020-01-01,2020-09-22,2020,2026-05-17T15:02:44+07:00
KGTba968f7d,0453256287,Praktisi_Industri,PT Bukit Asam,2020-06-27,2020-10-01,2020,2026-05-17T15:02:44+07:00
KGT4fa6f645,0453256287,Pembina_Prestasi,PT Telkom Indonesia,2024-04-18,2025-02-07,2024,2026-05-17T15:02:44+07:00
KGT8b8fe5c2,0199964288,Pembina_Prestasi,BPS Lampung,2021-06-29,2021-12-15,2021,2026-05-17T15:02:44+07:00
KGT1647124e,0485098289,Pembina_Prestasi,BRIN,2021-04-29,2022-03-21,2021,2026-05-17T15:02:44+07:00
KGT977a4a8e,0998600290,Tridarma_PT_Lain,Chulalongkorn University,2020-02-09,2020-11-19,2020,2026-05-17T15:02:44+07:00
KGTe5a3a504,0998600290,QS100,NUS Singapore,2024-01-10,2024-04-14,2024,2026-05-17T15:02:44+07:00
KGTb992d7df,0630059291,Pembina_Prestasi,BPS Lampung,2021-06-06,2021-12-11,2021,2026-05-17T15:02:44+07:00
KGT672a6596,0630059291,QS100,UNDP Indonesia,2020-04-07,2021-03-13,2020,2026-05-17T15:02:44+07:00
KGT47f3128d,0630059291,Pembina_Prestasi,ITB,2020-04-04,2020-10-27,2020,2026-05-17T15:02:44+07:00
KGTf6883497,0344720292,QS100,PT PLN,2021-03-28,2021-06-05,2021,2026-05-17T15:02:44+07:00
KGTe44a8417,0344720292,QS100,Chulalongkorn University,2024-03-16,2024-11-20,2024,2026-05-17T15:02:44+07:00
KGT7f5c1c7a,0344720292,Pembina_Prestasi,JICA Indonesia,2020-03-18,2020-07-21,2020,2026-05-17T15:02:44+07:00
KGTd6cf2836,0344720292,QS100,Google Indonesia,2021-05-04,2021-07-20,2021,2026-05-17T15:02:44+07:00
KGTff019034,0863617293,Tridarma_PT_Lain,Unila,2025-03-05,2025-05-26,2025,2026-05-17T15:02:44+07:00
KGT860b55a4,0863617293,Tridarma_PT_Lain,ITS,2022-04-03,2023-01-17,2022,2026-05-17T15:02:44+07:00
KGT7aef7990,0119022294,Pembina_Prestasi,PT PLN,2020-06-15,2020-09-08,2020,2026-05-17T15:02:44+07:00
KGT9dc74bde,0119022294,Praktisi_Industri,BPS Lampung,2021-05-24,2022-02-13,2021,2026-05-17T15:02:44+07:00
KGT5ce2173b,0119022294,Pembina_Prestasi,JICA Indonesia,2023-05-24,2023-10-03,2023,2026-05-17T15:02:44+07:00
KGTe3c2b122,0292245295,Praktisi_Industri,Toyota Motor Manufacturing,2024-01-08,2024-11-18,2024,2026-05-17T15:02:44+07:00
KGT236b1a7d,0292245295,QS100,Universiti Malaya,2024-04-11,2024-06-30,2024,2026-05-17T15:02:44+07:00
KGTe57fe757,0292245295,Pembina_Prestasi,Toyota Motor Manufacturing,2020-05-28,2020-10-10,2020,2026-05-17T15:02:44+07:00
KGTe8838d29,0980246296,Pembina_Prestasi,Universitas Lampung,2021-03-12,2021-11-17,2021,2026-05-17T15:02:44+07:00
KGT83ff2254,0980246296,Tridarma_PT_Lain,Unsri,2020-04-17,2020-09-27,2020,2026-05-17T15:02:44+07:00
KGT6bdfe9bf,0980246296,Praktisi_Industri,Unsri,2024-02-17,2024-03-19,2024,2026-05-17T15:02:44+07:00
KGT85a77e02,0745472297,QS100,Unila,2024-04-05,2025-01-08,2024,2026-05-17T15:02:44+07:00
KGT20ecbc74,0745472297,Tridarma_PT_Lain,Chulalongkorn University,2024-06-05,2024-11-10,2024,2026-05-17T15:02:44+07:00
KGT709bc52b,0849070298,Praktisi_Industri,World Bank Jakarta,2020-01-28,2020-09-05,2020,2026-05-17T15:02:44+07:00
KGTa7fb3af4,0849070298,Tridarma_PT_Lain,BRIN,2023-01-07,2023-12-03,2023,2026-05-17T15:02:44+07:00
KGT45dc4e3c,0849070298,Praktisi_Industri,Osaka University,2024-03-17,2024-05-18,2024,2026-05-17T15:02:44+07:00
KGT2f5a2022,0837129299,QS100,Unsri,2022-05-18,2023-03-08,2022,2026-05-17T15:02:44+07:00
KGTa3ed7380,0837129299,Pembina_Prestasi,World Bank Jakarta,2025-04-18,2025-07-31,2025,2026-05-17T15:02:44+07:00
KGT9642e64a,0898583300,Tridarma_PT_Lain,PT Telkom Indonesia,2025-02-10,2025-10-31,2025,2026-05-17T15:02:44+07:00
KGTc9561355,0898583300,Pembina_Prestasi,ITS,2020-06-19,2020-09-12,2020,2026-05-17T15:02:44+07:00
KGT74afe7fb,0898583300,QS100,BPS Lampung,2022-04-21,2022-10-02,2022,2026-05-17T15:02:44+07:00
KGTc87b26c1,0898583300,Praktisi_Industri,Politeknik Negeri Lampung,2022-02-19,2023-02-14,2022,2026-05-17T15:02:44+07:00
KGT5e8b2f43,0523112301,Praktisi_Industri,Universitas Lampung,2025-01-11,2025-11-28,2025,2026-05-17T15:02:44+07:00
KGT697db747,0523112301,Pembina_Prestasi,Chulalongkorn University,2022-02-27,2022-08-03,2022,2026-05-17T15:02:44+07:00
KGTb8ea95d2,0523112301,QS100,BPS Lampung,2024-06-10,2025-03-30,2024,2026-05-17T15:02:44+07:00
KGTba77f458,0523112301,Pembina_Prestasi,ITB,2020-06-08,2021-04-02,2020,2026-05-17T15:02:44+07:00
KGTc1fb1e37,0323980302,Pembina_Prestasi,Toyota Motor Manufacturing,2021-04-25,2021-11-17,2021,2026-05-17T15:02:44+07:00
KGTf928fa5e,0323980302,Praktisi_Industri,UGM,2025-04-27,2026-04-15,2025,2026-05-17T15:02:44+07:00
KGTdb637683,0323980302,QS100,BPS Lampung,2022-03-13,2022-07-07,2022,2026-05-17T15:02:44+07:00
KGT5d9ee328,0323980302,Tridarma_PT_Lain,BMKG,2021-01-31,2021-11-08,2021,2026-05-17T15:02:44+07:00
KGT36f52c6c,0476724303,Pembina_Prestasi,Universitas Indonesia,2022-02-25,2022-11-02,2022,2026-05-17T15:02:44+07:00
KGTd54a8bac,0214952304,QS100,Unila,2025-02-13,2025-09-18,2025,2026-05-17T15:02:44+07:00
KGTd743ba52,0214952304,Pembina_Prestasi,BMKG,2023-01-26,2023-10-02,2023,2026-05-17T15:02:44+07:00
KGT3ab8c732,0214952304,Tridarma_PT_Lain,Osaka University,2021-05-07,2021-07-15,2021,2026-05-17T15:02:44+07:00
KGT15152445,0971551305,Praktisi_Industri,Universitas Lampung,2020-02-02,2020-10-18,2020,2026-05-17T15:02:44+07:00
KGT7a065465,0693289306,QS100,BRIN,2025-02-12,2025-07-31,2025,2026-05-17T15:02:44+07:00
KGTc6cc0711,0693289306,Pembina_Prestasi,LIPI,2022-01-21,2022-12-05,2022,2026-05-17T15:02:44+07:00
KGTef1ddc75,0226125307,QS100,BRIN,2021-04-16,2021-12-25,2021,2026-05-17T15:02:44+07:00
KGTfc8e8df4,0226125307,Pembina_Prestasi,JICA Indonesia,2023-05-05,2023-09-09,2023,2026-05-17T15:02:44+07:00
KGT1a6b6b5d,0226125307,Pembina_Prestasi,Google Indonesia,2023-06-16,2024-04-07,2023,2026-05-17T15:02:44+07:00
KGTe7374772,0226125307,Praktisi_Industri,NUS Singapore,2024-02-27,2024-11-30,2024,2026-05-17T15:02:44+07:00
KGT0a006fb2,0786875308,Praktisi_Industri,LIPI,2024-06-11,2025-03-23,2024,2026-05-17T15:02:44+07:00
KGT1b5ceb95,0786875308,Tridarma_PT_Lain,ITS,2025-06-02,2025-11-13,2025,2026-05-17T15:02:44+07:00
KGTd8f18927,0276254310,Tridarma_PT_Lain,ITB,2022-02-11,2022-04-17,2022,2026-05-17T15:02:44+07:00
KGTcc44fddc,0276254310,Praktisi_Industri,Politeknik Negeri Lampung,2024-01-29,2024-11-23,2024,2026-05-17T15:02:44+07:00
KGTbf8157bd,0555135311,Pembina_Prestasi,Politeknik Negeri Lampung,2022-01-21,2022-12-26,2022,2026-05-17T15:02:44+07:00
KGT08ad568b,0555135311,Tridarma_PT_Lain,World Bank Jakarta,2021-04-24,2021-06-08,2021,2026-05-17T15:02:44+07:00
KGT5163011f,0555135311,Praktisi_Industri,PT Telkom Indonesia,2022-04-08,2022-12-04,2022,2026-05-17T15:02:44+07:00
KGT1ec59f6c,0555135311,QS100,PT Astra International,2021-06-17,2022-06-01,2021,2026-05-17T15:02:44+07:00
KGT5a24bfd4,0156675312,Tridarma_PT_Lain,ITB,2020-01-29,2020-10-05,2020,2026-05-17T15:02:44+07:00
KGT1e8c91bb,0156675312,Tridarma_PT_Lain,BPS Lampung,2022-06-09,2023-06-09,2022,2026-05-17T15:02:44+07:00
KGT32425088,0156675312,Pembina_Prestasi,Telkom University,2020-01-25,2020-03-07,2020,2026-05-17T15:02:44+07:00
KGTf92e4a2f,0460879313,Pembina_Prestasi,PT Telkom Indonesia,2020-04-17,2020-07-13,2020,2026-05-17T15:02:44+07:00
KGT3d8c9004,0460879313,Tridarma_PT_Lain,Osaka University,2022-04-14,2022-06-20,2022,2026-05-17T15:02:44+07:00
KGTcb9e702c,0460879313,Praktisi_Industri,PT Bukit Asam,2023-03-03,2023-04-29,2023,2026-05-17T15:02:44+07:00
KGT1a45de8b,0368798315,QS100,PT Astra International,2021-04-20,2022-02-28,2021,2026-05-17T15:02:44+07:00
KGT5075ced9,0368798315,Tridarma_PT_Lain,Universiti Malaya,2021-03-20,2021-11-04,2021,2026-05-17T15:02:44+07:00
KGT43545a44,0864209316,Tridarma_PT_Lain,UNDP Indonesia,2025-05-31,2025-11-24,2025,2026-05-17T15:02:44+07:00
KGT1709f750,0825621317,Pembina_Prestasi,Chulalongkorn University,2020-04-01,2021-01-22,2020,2026-05-17T15:02:44+07:00
KGT063a4452,0825621317,Tridarma_PT_Lain,NUS Singapore,2020-01-28,2020-08-20,2020,2026-05-17T15:02:44+07:00
KGT018f1430,0460551318,Praktisi_Industri,UGM,2024-03-27,2025-01-15,2024,2026-05-17T15:02:44+07:00
KGT865ba050,0460551318,Tridarma_PT_Lain,ITB,2020-06-06,2021-01-31,2020,2026-05-17T15:02:44+07:00
KGTe20c5d1b,0460551318,Tridarma_PT_Lain,Google Indonesia,2025-05-10,2026-04-27,2025,2026-05-17T15:02:44+07:00
KGTee337937,0460551318,QS100,Huawei Indonesia,2021-02-02,2021-04-12,2021,2026-05-17T15:02:44+07:00
KGT3251176a,0460551318,Tridarma_PT_Lain,Telkom University,2022-04-17,2022-06-11,2022,2026-05-17T15:02:44+07:00
KGT9f38a51a,0460551318,QS100,Unsri,2021-04-24,2021-11-10,2021,2026-05-17T15:02:44+07:00
KGTf155ea9f,0328983319,Pembina_Prestasi,UNDP Indonesia,2022-06-22,2022-11-28,2022,2026-05-17T15:02:44+07:00
KGTceca7564,0328983319,Praktisi_Industri,LIPI,2023-03-01,2023-05-28,2023,2026-05-17T15:02:44+07:00
KGT6d80364c,0328983319,Pembina_Prestasi,NUS Singapore,2021-05-21,2022-03-29,2021,2026-05-17T15:02:44+07:00
KGTd482fd87,0705021320,QS100,ITS,2023-05-07,2023-12-24,2023,2026-05-17T15:02:44+07:00
KGT7974491e,0705021320,QS100,Telkom University,2020-05-07,2020-07-21,2020,2026-05-17T15:02:44+07:00
KGTb616c13a,0705021320,Tridarma_PT_Lain,IPB University,2025-04-03,2025-08-20,2025,2026-05-17T15:02:44+07:00
KGTab644d09,0470712321,QS100,Toyota Motor Manufacturing,2021-06-16,2022-02-12,2021,2026-05-17T15:02:44+07:00
KGT67cde629,0470712321,Pembina_Prestasi,Toyota Motor Manufacturing,2025-06-04,2025-09-15,2025,2026-05-17T15:02:44+07:00
KGTce795167,0470712321,Pembina_Prestasi,Toyota Motor Manufacturing,2025-01-19,2025-12-16,2025,2026-05-17T15:02:44+07:00
KGT7e2a7184,0470712321,Praktisi_Industri,Unsri,2020-02-16,2021-01-04,2020,2026-05-17T15:02:44+07:00
KGTa116ef40,0673229322,Pembina_Prestasi,ITS,2020-05-15,2021-03-04,2020,2026-05-17T15:02:44+07:00
KGTc1e951bf,0673229322,QS100,UGM,2022-01-21,2022-04-13,2022,2026-05-17T15:02:44+07:00
KGTcb562b18,0126684323,QS100,NUS Singapore,2020-03-26,2021-01-14,2020,2026-05-17T15:02:44+07:00
KGT211445d7,0126684323,QS100,World Bank Jakarta,2022-01-04,2022-07-08,2022,2026-05-17T15:02:44+07:00
KGT17f669bd,0126684323,QS100,PT Bukit Asam,2025-01-28,2025-07-14,2025,2026-05-17T15:02:44+07:00
KGTd0cdabba,0242451324,QS100,Toyota Motor Manufacturing,2022-01-17,2022-10-06,2022,2026-05-17T15:02:44+07:00
KGT10744811,0242451324,Praktisi_Industri,Google Indonesia,2023-05-04,2024-04-19,2023,2026-05-17T15:02:44+07:00
KGTe08019a8,0242451324,Praktisi_Industri,ITB,2024-06-04,2025-05-04,2024,2026-05-17T15:02:44+07:00
KGTf3cdaae7,0242451324,QS100,TU Delft,2025-04-22,2025-11-08,2025,2026-05-17T15:02:44+07:00
KGTe2d44c64,0697596325,Pembina_Prestasi,NUS Singapore,2025-03-04,2025-04-22,2025,2026-05-17T15:02:44+07:00
KGT7f05cb5a,0697596325,QS100,IPB University,2020-02-25,2021-02-19,2020,2026-05-17T15:02:44+07:00
KGT99b02007,0697596325,QS100,Osaka University,2023-04-25,2023-12-21,2023,2026-05-17T15:02:44+07:00
KGTb99c70e2,0103203326,QS100,Universiti Malaya,2020-06-28,2021-03-14,2020,2026-05-17T15:02:44+07:00
KGT9896cc8d,0103203326,Praktisi_Industri,BRIN,2020-01-09,2020-11-23,2020,2026-05-17T15:02:44+07:00
KGTdfda21fe,0776024327,QS100,Bank Indonesia,2025-05-01,2026-01-05,2025,2026-05-17T15:02:44+07:00
KGTa9f229e5,0776024327,Pembina_Prestasi,Universitas Lampung,2024-06-08,2024-10-16,2024,2026-05-17T15:02:44+07:00
KGT6289dedf,0776024327,QS100,UNDP Indonesia,2020-05-02,2021-03-30,2020,2026-05-17T15:02:44+07:00
KGT30434cf1,0151833328,Pembina_Prestasi,PT Telkom Indonesia,2024-06-27,2025-04-20,2024,2026-05-17T15:02:44+07:00
KGTef319847,0151833328,Praktisi_Industri,World Bank Jakarta,2023-06-03,2023-08-29,2023,2026-05-17T15:02:44+07:00
KGTdd2f1a3d,0388762329,Tridarma_PT_Lain,Universitas Lampung,2021-02-01,2022-01-20,2021,2026-05-17T15:02:44+07:00
KGT9bbcb653,0388762329,Tridarma_PT_Lain,UGM,2022-04-09,2022-09-12,2022,2026-05-17T15:02:44+07:00
KGT3318355b,0388762329,Tridarma_PT_Lain,Chulalongkorn University,2023-02-24,2023-11-14,2023,2026-05-17T15:02:44+07:00
KGT9f1da803,0461485330,Tridarma_PT_Lain,Kyushu University,2021-03-21,2021-07-05,2021,2026-05-17T15:02:44+07:00
KGT9879ec71,0461485330,Praktisi_Industri,World Bank Jakarta,2020-01-24,2020-11-19,2020,2026-05-17T15:02:44+07:00
KGTc9bde27a,0461485330,Pembina_Prestasi,Chulalongkorn University,2020-03-08,2020-06-09,2020,2026-05-17T15:02:44+07:00
KGTcbefa9d3,0861779332,Pembina_Prestasi,Universiti Malaya,2021-01-06,2021-07-05,2021,2026-05-17T15:02:44+07:00
KGT81830ab3,0962566333,Tridarma_PT_Lain,Unsri,2025-02-24,2025-07-03,2025,2026-05-17T15:02:44+07:00
KGT90c5907f,0962566333,Praktisi_Industri,UNDP Indonesia,2020-05-03,2020-07-26,2020,2026-05-17T15:02:44+07:00
KGT51c51f94,0962566333,QS100,BPS Lampung,2025-05-31,2025-09-09,2025,2026-05-17T15:02:44+07:00
KGT7c6d065a,0574391334,Praktisi_Industri,Toyota Motor Manufacturing,2020-06-21,2020-12-19,2020,2026-05-17T15:02:44+07:00
KGT4d499250,0574391334,QS100,NUS Singapore,2025-04-03,2026-01-14,2025,2026-05-17T15:02:44+07:00
KGT1b5c3f9a,0269107336,QS100,Politeknik Negeri Lampung,2023-03-03,2024-01-21,2023,2026-05-17T15:02:44+07:00
KGT91139187,0269107336,Praktisi_Industri,TU Delft,2024-03-27,2024-09-07,2024,2026-05-17T15:02:44+07:00
KGT69507bea,0269107336,Tridarma_PT_Lain,Chulalongkorn University,2020-02-08,2020-10-28,2020,2026-05-17T15:02:44+07:00
KGT0efc1bb6,0269107336,Praktisi_Industri,PT Pertamina,2022-03-24,2022-09-22,2022,2026-05-17T15:02:44+07:00
KGT49ea908b,0655905337,Praktisi_Industri,Chulalongkorn University,2022-01-09,2022-07-15,2022,2026-05-17T15:02:44+07:00
KGT599ffeb0,0655905337,Tridarma_PT_Lain,World Bank Jakarta,2025-01-22,2025-07-24,2025,2026-05-17T15:02:44+07:00
KGT35e5f4b7,0655905337,Praktisi_Industri,Huawei Indonesia,2021-05-02,2022-03-03,2021,2026-05-17T15:02:44+07:00
KGTf4734657,0655905337,Pembina_Prestasi,Osaka University,2022-05-02,2022-07-30,2022,2026-05-17T15:02:44+07:00
KGT0fdc5c13,0655905337,Praktisi_Industri,PT Pertamina,2024-01-22,2024-09-29,2024,2026-05-17T15:02:44+07:00
KGT41791ab8,0314432339,Tridarma_PT_Lain,World Bank Jakarta,2024-01-22,2024-06-03,2024,2026-05-17T15:02:44+07:00
KGT018c87bc,0314432339,Pembina_Prestasi,UGM,2023-02-22,2023-06-26,2023,2026-05-17T15:02:44+07:00
KGT8f1c42cc,0314432339,QS100,World Bank Jakarta,2023-01-02,2023-12-28,2023,2026-05-17T15:02:44+07:00
KGTee405511,0314432339,Pembina_Prestasi,Chulalongkorn University,2020-04-09,2021-02-13,2020,2026-05-17T15:02:44+07:00
KGT38775037,0818816340,QS100,Universitas Lampung,2024-02-22,2024-09-10,2024,2026-05-17T15:02:44+07:00
KGTbbf2c936,0818816340,Pembina_Prestasi,PT Pertamina,2020-01-22,2020-03-18,2020,2026-05-17T15:02:44+07:00
KGTc8cc77c6,0818816340,Tridarma_PT_Lain,Huawei Indonesia,2022-02-12,2022-12-07,2022,2026-05-17T15:02:44+07:00
KGTc9b6a2b8,0818816340,Tridarma_PT_Lain,LIPI,2024-01-30,2024-03-23,2024,2026-05-17T15:02:44+07:00
KGT834c626a,0818816340,Tridarma_PT_Lain,Universiti Malaya,2022-01-26,2022-12-23,2022,2026-05-17T15:02:44+07:00
KGTab00a99e,0649226341,QS100,TU Delft,2020-05-28,2021-01-26,2020,2026-05-17T15:02:44+07:00
KGT72f46e0e,0649226341,QS100,World Bank Jakarta,2022-05-01,2022-09-20,2022,2026-05-17T15:02:44+07:00
KGT401051e0,0551853342,Tridarma_PT_Lain,PT PLN,2023-03-28,2024-03-17,2023,2026-05-17T15:02:44+07:00
